filename,condition,related_error,sampling_rate,random_drop,moving_window,span,weighted,by,nsim,mean_diff_x,mean_diff_y,sd_diff_x,sd_diff_y,q025_diff_x,q025_diff_y,q975_diff_x,q975_diff_y
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",45,-1.47188525722971e-05,3.44625734801182e-05,0.0138786980515205,0.0139046893361205,-0.0270840481872584,-0.0276169297151066,0.0273940497720343,0.0271540701468833
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",46,0.000119965832723461,6.67512194001908e-05,0.0138690915638111,0.0137507426219677,-0.0267926407610629,-0.0267330321346559,0.0272144707902885,0.0272080994883894
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",47,-0.00020004745693733,-0.000142991921624553,0.0138541445238652,0.0139882288773233,-0.0274543495597238,-0.0278566046636992,0.0268856953088794,0.0268258180384232
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",48,6.67273777697024e-05,-0.000106875975851773,0.0137538155262284,0.013863056430663,-0.026898386938248,-0.0275755550842703,0.0271417549467553,0.0269368273587791
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",49,0.000136946238309497,1.54329204947891e-05,0.0137519289262191,0.0138040616163,-0.0264522943221134,-0.0267756670275913,0.0272540375241945,0.0273266492554545
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",50,7.68488719382123e-05,0.000137432433087341,0.0138184760339596,0.0138222219964725,-0.0267344964052946,-0.0269878057495881,0.0273157508149685,0.0274397412089032
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",51,-3.23841828902397e-05,-0.000135519280475034,0.0138536302661825,0.0138784968622177,-0.0274486230911956,-0.0275426880016586,0.027013942376501,0.0272574179260574
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",52,8.38361454999684e-05,-0.000114439669993613,0.0137753861023715,0.0137460256177668,-0.0265471083504032,-0.0273226859231117,0.0270159339897756,0.026774488720656
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",53,-2.8792563038574e-05,-1.29204527836852e-06,0.0138186200183586,0.0138882717453667,-0.0268140121641214,-0.027338668144364,0.0270574369887289,0.0272048161425981
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",54,-0.000232217401633575,-9.24741595223137e-05,0.0137982625010732,0.0138524855801014,-0.0274098762702309,-0.026961157052953,0.0266774535639899,0.0268567802642436
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",55,-4.51166705556898e-05,-1.66759157913696e-06,0.0138614493540633,0.0138941000358188,-0.0271587177842666,-0.027513114758187,0.0270911041849062,0.0272390832743666
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",56,-8.99935081214796e-05,-0.000107416311400608,0.0139013686276926,0.0138194779107272,-0.0269741447140421,-0.0274894889808607,0.0270937153163312,0.0270373017724829
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",57,-2.39692784180114e-05,1.99456984065435e-05,0.0139109886869382,0.0139408634580558,-0.0275699419528553,-0.0269182770276838,0.0270538366276221,0.0274039051780324
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",58,0.000107674242939734,-0.000112182092056612,0.0138378229940527,0.0138031059032007,-0.0268229400124423,-0.0272498961869094,0.0271621313927662,0.027224801282276
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",59,-0.00013256618062576,-1.3396191851589e-05,0.0138364358232043,0.0137818000667948,-0.0273724483111387,-0.0269539606783715,0.0269180336681913,0.027236807982229
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",60,-0.00011572277496677,-7.36969067977625e-05,0.0138088882468415,0.013825674621501,-0.0271344784851102,-0.0270334967033727,0.0269259335335558,0.0269506917397408
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",61,4.71729852930588e-05,-2.98537987898022e-05,0.0137984393938554,0.013711386898563,-0.0270358031463495,-0.0269952338981115,0.0268921280541851,0.0267222870788286
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",62,-8.14085002330515e-05,-6.66646818145583e-05,0.0139377286988188,0.0139687448755238,-0.027201293468344,-0.0275657553312167,0.0275406518433402,0.0272509819245843
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",63,-0.00010839235159973,0.000156120610683271,0.0138117902156362,0.0138464490544156,-0.0266897570037556,-0.026985211880446,0.0268384849599933,0.0270806028190023
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",64,-3.51700635392048e-05,4.35291933759444e-05,0.0138025562642096,0.0137197361722892,-0.0267018735020813,-0.0267967209643057,0.0271176178568678,0.0268758782751194
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",65,-5.99259355848382e-05,-5.29108608634233e-05,0.013814771243561,0.0138921467890409,-0.0275528525468285,-0.0274856408234194,0.0270176638483386,0.0269956910216307
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",66,-2.44149465392177e-05,-0.00016412264685132,0.0140107931628274,0.0139146165714715,-0.0277059676776135,-0.0274121147049947,0.0270047878792472,0.0271512450661633
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",67,-3.40670025814364e-05,8.47949090677857e-05,0.0138254954624747,0.0138653636836265,-0.0272025003131896,-0.0268001423969291,0.0268196617078179,0.0271420344472973
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",68,-6.91153034919416e-05,4.67101853163254e-05,0.0139425016635678,0.0136975170584601,-0.0277382614991344,-0.0265017319978908,0.0275484929754017,0.0270208997130095
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",69,0.000149817554610568,-2.11011205871797e-05,0.0137529307394001,0.0138672767371918,-0.0269651562067659,-0.0271312731889936,0.0271667158850703,0.0268578513442803
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",70,-4.4189070829795e-05,-9.43748401087338e-05,0.013885944888084,0.0138574427008453,-0.0272534405327858,-0.0273223610252052,0.0271461585920186,0.0269588444708314
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",71,7.08273774657621e-05,-9.29906183782687e-05,0.0140516002600205,0.0139165005003924,-0.0269639966796845,-0.0273649042255977,0.02748052371622,0.0271345159674728
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",72,0.000191976977277329,4.2710936180527e-06,0.0139408395370457,0.0138579515366733,-0.0272661817527203,-0.0272781395708094,0.0276686749579629,0.02681249120112
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",73,0.000198254319689177,0.000211635250804285,0.0138390378539351,0.0138303675405156,-0.0265716404683576,-0.0271926231353939,0.0274914948709298,0.0270848779211124
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",74,-3.36289901957546e-06,-3.35824339094372e-05,0.013948931146316,0.0137947773125168,-0.0272716972457027,-0.0274638346001639,0.0272061674235973,0.0268593810791892
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",75,-3.95681672659982e-05,-0.000103232381126813,0.0138140525614353,0.0138531079198156,-0.027164811088223,-0.0275214146726321,0.0268751845458049,0.0270087512319706
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",76,0.000130668672323177,0.000146669833876229,0.0137517216622244,0.0138290698610044,-0.0267400005338892,-0.0269670720032243,0.0271144656162677,0.0272746813389651
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",77,-0.000108406249388927,-0.000149224458911574,0.0138305400358569,0.0138624179912518,-0.02736033260127,-0.0276059364798906,0.02700140946154,0.0267236098674325
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",78,-3.13096067131265e-05,-8.4189504816012e-05,0.0137975438511656,0.013938588144983,-0.0269771855154031,-0.0272181894389478,0.0267577306038013,0.0270074384787024
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",79,-3.53860044084854e-05,-2.47393035287247e-05,0.0139460124938168,0.0138519660050693,-0.0272933317964702,-0.0270522485374463,0.0269624105102499,0.027339591085409
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",80,-2.612105017611e-06,5.94963068950672e-05,0.0138799968913167,0.0139552283412998,-0.0270458281156987,-0.0270584096069082,0.0270388470581969,0.0273280875717497
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",81,9.21667946826983e-05,-4.77108700249219e-05,0.0137384676060669,0.0139275205943579,-0.0270722926098307,-0.0273266525718549,0.0272295304033566,0.0272415090456913
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",82,-1.35687621135318e-06,-3.88813367325363e-05,0.0138476446216933,0.0139512945517296,-0.0270057579479279,-0.0274525890500157,0.027167827961508,0.0277446115340365
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",83,6.45612877915045e-05,-6.51762808481408e-05,0.013906182169339,0.013736538749463,-0.0273601199245428,-0.0268814598791104,0.0269105334806247,0.0270263898968957
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",84,-0.000146935522380659,-8.38695168932891e-05,0.0139624334692766,0.0138052781018518,-0.027557748243136,-0.0267838963384143,0.0268974931586136,0.0271956114549489
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",85,-5.2690179063971e-05,-0.000107091664893424,0.0136481222851738,0.0137806597157424,-0.0271039913066389,-0.0268149000058326,0.0265082734464057,0.0268009962883338
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",86,0.000158920394720541,0.000173747951851979,0.0137680479088061,0.0138937264151566,-0.0269061810754609,-0.0271771742677515,0.0272389185564308,0.0271959180040726
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",87,-3.00088270218198e-05,7.26176741558765e-05,0.0138727001576137,0.0137130300663879,-0.0274271902572641,-0.0270208677676962,0.0268424794469301,0.026669984268717
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",88,8.07182681661179e-05,0.000109659190672362,0.0139114163539516,0.0136790521349213,-0.0271314599884474,-0.0268567986174633,0.0270755681960802,0.0267617506864722
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",89,1.0491040001237e-05,6.1171503038067e-05,0.0139154767696992,0.0137680013133665,-0.027121891197005,-0.026779020786498,0.0273611540113208,0.0269867477644478
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",90,6.16059433071538e-05,-9.73505958252771e-05,0.013831049851343,0.0137584558601947,-0.0268448753791648,-0.026895874225847,0.0271452665702241,0.0272874150180775
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",91,9.5871138333756e-05,8.62659886811063e-05,0.0138205794120669,0.0137892828922821,-0.0269623906242578,-0.0266054787776243,0.0269293032155556,0.0269214840519852
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",92,1.57764271392814e-05,-0.000228596730320927,0.0139182972230585,0.0139002090117966,-0.0273490281361942,-0.0275940196363958,0.0271349769584973,0.0267544534917157
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",93,-6.52140561148328e-05,0.000102219400556966,0.0139656638188571,0.0137760245101255,-0.0275854771260021,-0.0267870567978319,0.0273697253228482,0.0269692612415426
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",94,7.6220764040316e-05,-0.000233786226093298,0.0140040291385678,0.0138951836085316,-0.0274180869086563,-0.0273279991973039,0.0277500139168178,0.0267874315707893
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",95,7.6581888681608e-05,-3.81516172642661e-05,0.0137949512113308,0.0138455161711037,-0.0268611307757197,-0.0269398878483629,0.0272261113972201,0.0271927358214162
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",96,5.08631691985806e-05,-5.29969240840906e-07,0.0137662491787298,0.0139025658991016,-0.026901423121676,-0.0273880205000408,0.0267907421731687,0.0273224313105861
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",97,0.000108388298060933,-9.22266012010184e-05,0.0138186209577803,0.0138711880851787,-0.0275291551867572,-0.0277769978638914,0.0270548675482442,0.0267524261766824
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",98,0.000167196008057543,-7.36345039307435e-05,0.0139216556126628,0.0138683911410881,-0.0268501133935887,-0.0272556946916412,0.0274599381353288,0.0272531845906203
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",99,0.000123663953656698,0.000181506717039613,0.013714625104683,0.0139257380789729,-0.0270248089768793,-0.0272357658405357,0.0265773366300256,0.0270238355018214
synthetic_related_10,bin_only,TRUE,10,,FALSE,,,"",100,0.000179448445509603,7.76795749274025e-05,0.0139221808183797,0.0138376089570955,-0.0271514568659076,-0.0266315792412164,0.0272778094731402,0.0274628802328302
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",1,-0.000111527495643519,6.1868044853304e-05,0.0133110796965551,0.0130492723617013,-0.0265168398758646,-0.0257171188138112,0.0261100951471908,0.0256952452402518
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",2,6.3193194069605e-05,-0.000263874572050502,0.0134564241047854,0.0132167435815633,-0.0265089091418102,-0.026286110624083,0.026692814710314,0.0258058213114654
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",3,0.000222124654688835,-6.00652847548108e-05,0.0133394773406204,0.0132294731992327,-0.0262529625953479,-0.0259745816139806,0.02654229594149,0.0262145302543044
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",4,-0.000122962422151043,-9.874628994483e-05,0.0133297418464415,0.0131339359739453,-0.0264666979340798,-0.0260466905225713,0.0262021252213916,0.0253636545211761
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",5,0.000256206690633386,3.57772793454104e-05,0.0132708015350956,0.0131335875523892,-0.0255965883507502,-0.0257444727878791,0.0263824520097109,0.0264706471943804
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",6,0.0001528188937274,9.4709863231201e-06,0.0135890120790285,0.01307210258277,-0.026572705822703,-0.0254738520776678,0.0273517089131491,0.0259650530900824
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",7,0.00020178570369276,1.9214929862328e-05,0.0132547302311638,0.0128664991323842,-0.0260832137802946,-0.0250458331297737,0.0262836342058784,0.0252193358814814
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",8,6.64632649024708e-05,0.000100131589909065,0.0132088665923048,0.0130307758263277,-0.0261877665467785,-0.0255634157439286,0.025928212589478,0.0256090695814306
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",9,-6.51015040887549e-05,4.70082280190917e-05,0.0134182262262558,0.0129982399596356,-0.0267811658634988,-0.0253113855164882,0.02601091991474,0.0257528054466234
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",10,-0.000199395966646726,1.71769334578863e-05,0.0133781017278308,0.0131354563188884,-0.026544540208179,-0.0262454624344023,0.0261797916568143,0.0257539952795786
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",11,-1.78358854394942e-05,-5.06168279888292e-05,0.0135826736675777,0.0132936536577252,-0.0267839840577152,-0.026079492911754,0.0269143988370708,0.0260308825505297
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",12,-0.000143841337686432,-0.000129029374808469,0.0130344681600036,0.0129235499834127,-0.0257440601726188,-0.0254757165159297,0.0258085854359267,0.0256370548375605
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",13,5.74559949208488e-05,4.11815326243891e-05,0.0134162752979113,0.0131035614230495,-0.0265929230906158,-0.0257838528408638,0.0265064376813897,0.0253080645191828
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",14,6.95659264338224e-05,0.000140403432001076,0.0132517026358758,0.0131766224217927,-0.0258635247625128,-0.0256654184116852,0.0260241028429401,0.0263406630768145
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",15,0.000112303385708877,-1.29125382271429e-05,0.0132937491546243,0.0131733210673429,-0.0263286967336195,-0.0260278645108669,0.0262037440817328,0.0258993149605884
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",16,0.0001579534016106,5.37123802147815e-05,0.0132460814293344,0.0129980622195031,-0.0257992305392876,-0.0255427659661926,0.0264537002436866,0.0252926764907445
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",17,-0.000117322409307616,-4.09256280406227e-05,0.0132860094070582,0.013297441245158,-0.0258839098007118,-0.0262923177898181,0.0260826758229667,0.0262922253026123
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",18,-3.27600357177738e-05,-3.37332312251976e-05,0.0133212740516866,0.0129325293311512,-0.0260342174340298,-0.0253067100111638,0.0263308834709846,0.0254990497788647
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",19,5.81418225159438e-05,3.98681638067257e-05,0.0131741831287433,0.012988170890146,-0.0256170558391693,-0.0257097978534554,0.0264476451177871,0.0252060373672189
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",20,-0.000100253638768944,0.000120401092857258,0.0134111131855651,0.0130511405371194,-0.0267503408837298,-0.0253635994988247,0.0262300845025693,0.0258450427811293
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",21,-7.90293292847505e-05,2.12837549383648e-05,0.0132309350778266,0.0131600265996642,-0.026228255361704,-0.0258264659149063,0.0258632098844701,0.0256550047077872
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",22,4.80752832229426e-05,7.41453818970349e-05,0.0136195918337922,0.0133673622887866,-0.0268361967365424,-0.0264321390978675,0.0266637488015318,0.0267346753748881
synthetic_related_10,mov2_av_1,TRUE,10,,TRUE,2,FALSE,"",23,-5.04376654685612e-05,-0.000102720401349793,0.0134312305213633,0.0134255445984478,-0.0260736353387969,-0.0268435988268876,0.026897006557839,0.026606620693107
